experiment,Grid GHG intensity,Light-duty vehicles: % of LDV stock: EV,Light-duty vehicles: % of LDV stock: PHEV,Trucks: % of MDT stock: EV,Transit vehicles: % of transit bus fleet: EV,Transit vehicles: % of school bus fleet: EV,Transit vehicles: % of commuter rail electrified,Land Use,Prior drive mode share of new riders: bus,Prior drive mode share of new riders: urban rail,Operational improvements: Ridership elasticity,Operational improvements: One-way length of bus routes w/op. improvements,Operational improvements: % travel time savings,New service: New one-way route-miles: rapid bus,New service: New one-way route-miles: urban rail,New service: Average load factor: new rapid bus,New service: Average load factor: new urban rail,New service: Fuel type of new bus service,Active Transportation: Use growth factor or elasticity?,Active Transportation: New bike facility miles,Active Transportation: Bike growth factor,Active Transportation: E-bike % of bike miles,Active Transportation: Share of <2 mi trips converted to walk,Active Transportation: Prior drive mode share of new bike & walk trips:,CAV (Private),% CAV market penetration: LDV,% CAV market penetration: MDT,CAV technology: LDV,CAV technology: MDV,CAV efficiency improvement,CAV - % VMT change: LDV,CAV - % VMT change: MDT,Smart Mobility: Change in auto owership,Ridehailing: Technology,Ridehailing: Market penetration,Ridehailing: Vehicle occupancy: work,Ridehailing: Vehicle occupancy: non-work,Ridehailing: Circuity/deadhead factor,Ridehailing: Prior drive mode share,Demand Reponsive: Technology,Demand Reponsive: Market penetration,Demand Reponsive: Vehicle occupancy,Demand Reponsive: Circuity/deadhead factor,Demand Reponsive: Prior drive mode share,Demand Reponsive: % electric vehicle,Pricing,Pricing: Carbon price change,"Pricing: Fuel cost change (gasoline, diesel)",Pricing: Price change per vehicle-trip ,Pricing: Price change per VMT,Pricing: Elasticity: VMT w/r/t fuel price (LDV),TDM: Additional % workers receiving transit benefit:,TDM: Additional % workers receiving transit benefit: <50 workers,TDM: Additional % workers receiving transit benefit: 50-100 workers,TDM: Additional % workers receiving transit benefit: >100 workers,TDM: Additional % workers at workplace w/TDM program,TDM: Additional % workers at workplace w/TDM program: <50 workers,TDM: Additional % workers at workplace w/TDM program: 50-100 workers,TDM: Additional % workers at workplace w/TDM program: >100 workers,TDM: Additional % workers at workplace w/TDM program: Change in drive-alone mode share w/TDM program,Residential TDM:,Residential TDM: % of residential growth in TDM regulated units,Residential TDM: Mode shift of affected residents,GHG Change 2030: Clean Vehicles,GHG Change 2030: Land Use,GHG Change 2030: Transit,GHG Change 2030: Active Transportation,GHG Change 2030: CAV,GHG Change 2030: Smart Mobility,GHG Change 2030: Travel Pricing,GHG Change 2030: TDM,GHG Change 2030: Combined,GHG Change 2050: Clean Vehicles,GHG Change 2050: Land Use,GHG Change 2050: Transit,GHG Change 2050: Active Transportation,GHG Change 2050: CAV,GHG Change 2050: Smart Mobility,GHG Change 2050: Travel Pricing,GHG Change 2050: TDM,GHG Change 2050: Combined
161,304,4,89,24,81,2,82,True,75,28,17,325,35,121,27,12,47,gasoline,elasticity,192,70,16,44,59,False,53,81,EV,baseline,40,18,2,19,fleet average,12,29,11,15,40,EV,24,121,17,29,49,False,45,68,9,1,15,True,12,20,15,False,9,5,40,65,False,37,35,-411169.9854084463,0.0,-1366.0381440016508,-44307.76388920803,0.0,-158087.0367210023,0.0,0.0,858874.5106629238,-3019.8875053179218,0.0,-4146.110262807551,-57126.945111501336,0.0,-141432.45746766106,0.0,0.0,992580.1755649167
162,315,55,89,76,3,12,76,False,52,48,8,41,29,8,4,22,57,gasoline,elasticity,56,55,63,9,57,False,7,31,baseline,EV,29,9,32,20,EV,3,29,25,10,81,EV,4,122,20,93,46,True,94,29,3,12,23,True,41,2,9,True,26,4,28,42,False,64,35,-732910.7024558319,0.0,-1724.9074414229149,-31613.740578720273,0.0,-40948.85268859472,0.0,0.0,666461.508683096,-3017.7134111695923,0.0,-5194.298426249226,-55717.10891369402,0.0,-149321.58053287788,0.0,0.0,985451.6403616915
163,55,37,25,16,35,29,53,True,8,83,28,191,33,111,120,11,30,CNG,growth factor,57,80,74,39,82,False,84,88,baseline,EV,7,94,55,15,fleet average,21,23,25,14,60,fleet average,8,34,15,9,57,False,46,230,6,2,43,True,38,30,49,False,48,24,18,15,True,27,33,-546420.4273412691,0.0,-59098.701780768155,-71667.48867941971,0.0,-129590.2383474677,0.0,0.0,711420.4250918207,-3012.278175798594,0.0,-6896.322747529348,-73340.06138628544,0.0,-143005.5750887729,0.0,0.0,974655.3086665705
164,27,30,18,22,19,64,30,True,20,88,72,232,108,72,150,9,18,diesel,growth factor,11,31,68,16,11,True,7,35,EV,baseline,0,53,89,3,EV,1,26,10,12,92,fleet average,4,122,10,83,3,True,99,302,3,4,32,True,27,42,24,False,43,35,14,31,False,49,98,-444892.8271231047,0.0,-49747.60930856586,-2863.014374345191,0.0,-130077.58882537861,0.0,0.0,849176.8847215525,-3015.267555252649,0.0,-7784.613288172414,-23290.876364125834,0.0,-146163.75608501493,0.0,0.0,1014469.3372278874
165,118,86,87,10,23,93,53,False,62,74,21,74,188,117,50,2,9,diesel,elasticity,165,97,55,38,28,True,61,13,EV,EV,5,10,8,13,EV,2,19,19,13,29,fleet average,16,30,18,17,74,True,8,69,4,5,35,True,44,3,9,True,26,32,6,56,False,39,71,-1307216.6483851129,0.0,2950.111323824258,-30125.20421286461,0.0,867921.1255277889,0.0,0.0,997608.129690071,-3014.45226994704,0.0,-7964.667863586935,-35274.484045488,0.0,-144585.11131219123,0.0,0.0,1005425.2384798684
166,159,32,20,11,82,25,83,True,97,20,78,457,176,35,21,38,56,diesel,elasticity,82,14,69,10,91,False,62,74,EV,EV,50,79,70,11,EV,20,18,26,15,53,fleet average,16,79,19,85,14,False,15,192,6,14,46,False,2,27,43,True,7,26,38,69,True,97,64,-403498.7428570073,0.0,-14477.184310385128,-4534.250878236707,0.0,-493481.1331439356,0.0,0.0,551660.5905885346,-3011.462890492985,0.0,-4178.435943753015,-79684.32427641835,0.0,-141426.93032902523,0.0,0.0,972814.886718332
167,144,21,59,53,94,31,9,True,32,79,48,313,173,132,88,24,52,electricity,growth factor,116,27,43,32,61,True,98,81,baseline,baseline,47,0,90,6,fleet average,7,21,24,20,49,EV,3,141,19,67,80,True,33,130,2,11,6,False,35,39,48,False,9,30,45,97,False,96,63,-553350.7044146688,0.0,-75023.10086843806,-12928.622378545393,0.0,-117503.69492287212,0.0,0.0,738001.0136182117,-3022.333361234865,0.0,-7371.142799110499,-58536.78130930867,0.0,-133543.512732111,0.0,0.0,996103.587070628
168,183,97,45,40,48,77,89,False,89,66,150,118,12,36,124,6,29,diesel,elasticity,68,99,45,53,38,False,98,91,baseline,EV,44,9,59,10,fleet average,6,22,23,17,68,EV,12,43,10,87,38,False,73,237,3,7,33,True,45,21,14,True,37,13,28,7,True,86,55,-1081431.7810582812,0.0,-38518.477099666896,-41909.44405742657,0.0,526603.1732561905,0.0,0.0,852001.3322745252,-3014.9957934841514,0.0,-8173.400164189483,-42323.665034524565,0.0,-138273.02833098258,0.0,0.0,1005160.2369689324
169,81,19,88,91,88,7,20,False,58,38,125,471,160,30,84,7,30,CNG,growth factor,198,45,59,38,1,False,81,33,baseline,baseline,45,87,52,20,fleet average,8,24,30,10,51,fleet average,21,56,19,10,67,False,80,28,2,15,34,True,25,4,10,True,34,4,49,86,False,91,43,-788996.0697414312,0.0,-21640.93542783596,-316.5410906360348,0.0,-107761.09471085577,0.0,0.0,550733.4283281493,-3014.7240317155374,0.0,-4476.157062905597,-16241.69537508927,0.0,-149319.61928141897,0.0,0.0,1020348.9289519403
170,69,26,11,62,91,60,75,False,14,22,23,13,153,21,140,27,4,CNG,elasticity,176,85,53,44,11,False,67,98,EV,EV,46,66,67,11,EV,19,24,19,14,76,EV,20,46,19,55,24,False,53,98,7,8,6,False,39,29,22,False,49,19,29,30,True,89,82,-416710.90972626046,0.0,5035.2540672519945,-10133.09875741892,0.0,-480340.2227878039,0.0,0.0,556900.3788536423,-3022.333361234865,0.0,-1436.0519188318497,-23290.876364125834,0.0,-143012.17208414729,0.0,0.0,1022993.1727240628
171,238,33,30,21,62,75,87,False,84,96,60,78,4,127,9,26,21,CNG,growth factor,118,51,10,26,59,False,38,67,baseline,EV,50,96,56,15,fleet average,20,15,27,16,72,EV,11,149,15,90,10,False,42,236,2,8,29,True,1,36,39,False,26,31,49,32,False,83,95,-413259.70680133335,0.0,-11327.269468564542,-30316.195478929785,0.0,-453845.5693169769,0.0,0.0,572070.1266432054,-3016.082840558258,0.0,-10786.48146532879,-57126.945111501336,0.0,-139851.85140137473,0.0,0.0,988520.0663870715
172,353,28,68,54,32,7,100,False,95,51,9,307,92,4,108,26,41,CNG,growth factor,6,98,8,54,93,True,93,20,baseline,EV,39,81,1,2,EV,21,14,29,10,34,EV,17,131,12,29,97,True,69,141,9,14,42,False,13,28,30,False,29,12,28,73,True,82,64,-399154.1644059442,0.0,-26557.35020602976,-102832.13450663225,0.0,-52506.756158214004,0.0,0.0,916304.9065004077,-3012.549937567208,0.0,-6990.344147379786,-81094.16047422566,0.0,-149318.19294683673,0.0,0.0,961966.2382225924
173,242,98,4,50,93,95,54,True,10,7,93,210,18,46,139,34,7,CNG,growth factor,103,51,3,54,33,True,43,70,EV,baseline,3,39,54,0,fleet average,0,16,24,19,99,EV,16,95,19,28,35,False,15,199,2,10,40,True,34,8,39,False,19,25,27,74,True,0,51,-773373.4619948672,0.0,25023.488288277113,-16975.789216525107,0.0,39175.740791610326,0.0,0.0,725568.8434341123,-3013.0934611043194,0.0,99.81733729201315,-38799.07454000628,0.0,-135115.56050005043,0.0,0.0,1018355.8773720359
174,316,85,2,2,46,45,43,True,60,40,100,257,63,0,76,27,56,CNG,growth factor,77,40,96,9,4,False,53,7,baseline,EV,42,86,2,19,fleet average,11,23,20,13,1,fleet average,5,118,17,45,49,True,48,150,5,7,28,False,24,9,12,False,11,14,28,19,True,33,47,-540230.6272712294,0.0,-23761.913631721527,-846.115878879728,0.0,-101824.28849479766,0.0,0.0,800118.6278199364,-3016.354602326872,0.0,-4732.685572154856,-18356.44967180024,0.0,-144586.35937298002,0.0,0.0,1022931.5697932733
175,46,18,66,7,94,44,85,True,58,17,12,182,169,24,129,8,15,diesel,growth factor,86,82,1,26,43,False,99,51,EV,baseline,10,88,56,3,fleet average,12,10,24,13,71,fleet average,3,89,13,68,98,False,83,240,7,3,46,True,36,38,45,True,19,50,27,70,False,12,62,-649007.0373382618,0.0,-3059.263843758732,-38758.981027772876,0.0,-80394.83509528331,0.0,0.0,705692.8585890436,-3011.462890492985,0.0,-2523.515518348122,-45848.25552904284,0.0,-144583.15011303732,0.0,0.0,1000812.0307990499
176,232,45,93,16,68,23,92,False,98,64,2,314,79,30,40,21,36,CNG,growth factor,69,69,49,16,91,False,22,58,EV,baseline,17,0,39,7,EV,26,18,16,10,19,EV,0,51,10,20,85,True,4,115,10,4,7,True,5,45,36,True,29,13,43,35,True,32,59,-832625.0488782371,0.0,-17166.860121218586,-66949.07841002561,0.0,18703.225607113473,0.0,0.0,605256.5189305766,-3022.0615994663676,0.0,-8304.966218185808,-79684.32427641835,0.0,-149324.43334786626,0.0,0.0,962104.1801942519
177,333,79,92,47,96,99,76,True,42,92,44,494,148,29,12,1,39,CNG,growth factor,78,35,60,4,57,True,95,63,EV,EV,38,31,53,2,fleet average,2,11,16,15,12,fleet average,3,135,16,79,42,False,63,276,1,20,27,True,31,22,28,False,8,6,12,14,True,5,28,-857514.0129441473,0.0,-7415.139842699886,-17566.35414154909,0.0,200480.8355410156,0.0,0.0,785229.9755153504,-3016.6263640953694,0.0,-8932.734137436435,-55717.10891369402,0.0,-141430.31788495136,0.0,0.0,989810.6575105278
178,229,41,84,15,67,79,11,True,79,11,56,275,75,143,85,26,42,CNG,growth factor,72,63,14,27,61,False,14,53,EV,EV,28,60,50,12,EV,28,29,16,17,64,EV,2,114,16,25,82,True,61,61,1,12,30,True,47,26,23,False,13,3,14,9,False,3,82,-704341.9972091479,0.0,-4541.613860148749,-40482.502217088775,0.0,-4192.960864102392,0.0,0.0,724338.8897606047,-3015.8110787897604,0.0,-2706.5257367485956,-58536.78130930867,0.0,-138273.5632141778,0.0,0.0,995549.0792197004
179,217,10,87,82,9,100,97,True,20,0,138,186,46,47,88,39,38,diesel,growth factor,141,63,45,25,82,False,99,96,baseline,EV,47,45,98,15,EV,18,30,26,16,43,EV,10,99,11,87,98,True,42,5,1,8,42,True,23,40,32,True,8,32,24,98,True,10,11,-545729.9829279417,0.0,14551.082758257593,-54196.91341933722,0.0,-320781.36985223717,0.0,0.0,573141.1010503332,-3012.549937567208,0.0,397.8846128303372,-73340.06138628544,0.0,-139849.53359480045,0.0,0.0,983623.2087169646
180,326,49,38,16,64,71,41,False,53,66,134,390,96,143,114,7,31,gasoline,growth factor,117,69,15,9,78,True,63,98,baseline,EV,43,62,65,0,fleet average,21,12,23,17,79,fleet average,15,136,10,58,0,True,23,168,6,18,40,True,35,16,34,True,0,27,17,92,False,59,49,-430292.70380787353,0.0,-24524.481912084506,-57688.54079852618,0.0,-166217.44846997745,0.0,0.0,811456.0036392544,-3013.0934611043194,0.0,-6903.2725026584785,-70520.3889906708,0.0,-138271.78028406252,0.0,0.0,981535.9820454222
181,120,22,51,17,53,64,85,True,54,81,107,228,81,94,94,24,23,electricity,elasticity,27,57,100,8,73,True,30,19,EV,baseline,42,13,94,4,EV,11,14,26,11,44,EV,15,86,19,65,65,False,58,192,0,1,46,True,28,6,46,True,24,27,13,57,True,52,100,-521528.27938415064,0.0,-35443.379437252006,-42600.110150664965,0.0,-300915.21226978034,0.0,0.0,599972.4823303389,-3011.462890492985,0.0,-8333.297786988092,-66995.79849615254,0.0,-147739.36989704942,0.0,0.0,974564.0909739862
182,226,0,36,2,44,39,44,True,13,72,67,116,154,94,47,4,28,CNG,growth factor,188,45,30,42,30,False,68,83,baseline,EV,35,26,56,20,fleet average,17,16,26,12,2,EV,19,123,16,14,26,True,28,378,8,15,22,False,11,34,47,True,40,0,10,27,False,10,93,-163919.18410744122,0.0,-9116.045999305385,-13014.298436827492,0.0,-124805.32197433583,0.0,0.0,1149520.9796583664,-3017.98517293809,0.0,-6049.917129561087,-36684.320243295304,0.0,-146165.53904683056,0.0,0.0,1004296.7857942828
183,104,68,71,51,47,20,41,True,92,47,50,160,184,27,31,19,25,gasoline,growth factor,87,68,48,56,46,False,81,57,baseline,EV,36,75,71,16,fleet average,24,27,26,19,22,EV,6,110,18,56,44,True,9,285,0,8,24,False,41,27,43,True,30,46,18,64,False,16,54,-1103961.2030093116,0.0,-8773.538887553053,-33225.796372966506,0.0,53749.149307525346,0.0,0.0,394061.95523457497,-3017.4416494009783,0.0,-6512.568452812684,-47963.009825753805,0.0,-135118.413207255,0.0,0.0,1004637.6176986783
184,165,35,24,38,46,3,91,False,14,35,73,285,16,126,138,28,44,diesel,growth factor,106,75,77,23,0,False,46,95,EV,baseline,29,77,100,16,fleet average,1,19,22,17,33,EV,15,66,19,50,7,True,51,159,6,6,26,True,29,6,14,True,22,38,34,67,False,93,13,-465908.68354873126,0.0,-28416.591715297916,601.9545011699182,0.0,-340442.0414791297,0.0,0.0,637156.1358246288,-3016.8981258639833,0.0,-2644.8300178436193,-15536.77727618561,0.0,-138274.2763973189,0.0,0.0,1033412.407336824
185,234,56,15,14,30,31,57,False,27,82,35,141,96,131,146,29,38,CNG,growth factor,122,69,33,25,59,True,96,38,EV,baseline,36,20,58,15,fleet average,12,17,30,13,65,EV,14,119,20,70,17,False,84,345,0,7,13,False,15,42,7,False,38,34,23,5,False,48,28,-511828.10764639324,0.0,-80651.20665051418,-43392.95388607658,0.0,-387721.9131596876,0.0,0.0,509887.6550623009,-3020.431028855033,0.0,-7473.684971533053,-57126.945111501336,0.0,-144589.0338543392,0.0,0.0,986809.7920445978
186,31,52,43,98,58,96,19,False,54,71,11,92,172,11,33,30,40,electricity,elasticity,142,51,5,34,62,True,76,78,EV,baseline,27,24,71,1,EV,14,24,18,11,54,fleet average,13,122,16,2,46,False,2,330,5,6,41,True,24,23,40,False,14,47,1,71,False,75,25,-924571.9432667547,0.0,-21996.184409227364,-31812.414995822546,0.0,-5246.9486717262735,0.0,0.0,506832.6642083065,-3012.8216993357055,0.0,-7403.468480055963,-59241.699408212306,0.0,-147740.26134526666,0.0,0.0,982058.6436628025
187,216,44,59,78,69,45,13,True,19,15,38,163,103,86,27,2,29,electricity,elasticity,82,66,94,5,41,True,41,37,EV,baseline,48,17,30,4,EV,20,24,21,15,79,EV,10,85,12,89,55,True,18,155,3,18,2,True,34,15,10,True,7,0,37,56,True,25,97,-695792.3076302445,0.0,6648.6998338451285,-28002.336006026395,0.0,-218915.13899805798,0.0,0.0,533228.9874708668,-3023.420408309088,0.0,-961.5780236364424,-44438.419331235535,0.0,-141434.7754133247,0.0,0.0,1006378.6721851818
188,274,5,12,68,7,40,25,False,74,10,49,266,187,149,143,15,12,diesel,elasticity,79,24,100,59,47,False,43,67,EV,EV,40,63,13,8,fleet average,4,21,21,10,35,fleet average,20,125,18,45,52,True,10,73,3,0,4,True,41,31,30,True,15,25,6,63,True,86,53,-104600.83455245406,0.0,22295.26083763622,-7991.3375407559215,0.0,-372871.1435963459,0.0,0.0,987980.5319061986,-3022.8768847719766,0.0,-2437.1361863982984,-48667.92792465747,0.0,-149324.96826197064,0.0,0.0,993870.0694805832
189,309,46,87,50,65,37,48,False,63,7,116,32,182,15,43,40,8,electricity,growth factor,110,48,60,54,47,False,85,71,baseline,baseline,49,59,25,5,EV,23,25,20,19,50,fleet average,14,112,11,82,96,True,97,92,8,18,40,False,31,44,31,False,39,8,26,46,True,3,60,-632787.0625643557,0.0,7428.749273753571,-21949.8920854216,0.0,-75426.1738699911,0.0,0.0,740193.5380655128,-3013.0934611043194,0.0,-1770.0928310730756,-48667.92792465747,0.0,-135115.56050005043,0.0,0.0,1008045.7189947665
190,273,50,67,30,72,12,40,False,46,72,150,471,20,117,92,28,1,gasoline,elasticity,60,36,31,8,61,True,60,29,baseline,EV,9,23,18,16,fleet average,24,26,10,13,96,fleet average,1,91,10,68,21,False,43,373,1,15,47,True,49,25,34,True,10,39,29,85,True,34,3,-612939.4725221781,0.0,14686.195093087354,-19775.01497834545,0.0,-52099.83002317825,0.0,0.0,788009.8264071076,-3011.1911287244875,0.0,-7214.200819297839,-58536.78130930867,0.0,-144582.97182458255,0.0,0.0,985813.0862877341
191,122,45,56,8,47,81,4,False,27,49,2,290,159,44,104,36,6,electricity,growth factor,86,95,60,39,72,True,8,100,EV,EV,12,29,10,7,fleet average,17,24,25,14,26,EV,12,145,12,0,1,False,64,78,7,7,13,False,39,30,42,True,9,30,16,13,False,92,69,-736823.513187296,0.0,1776.977307965078,-76269.83319043172,0.0,8323.365273806252,0.0,0.0,690156.3288305962,-3020.431028855033,0.0,-4405.24825865702,-66290.88039724888,0.0,-143010.92396233318,0.0,0.0,982855.4172163367
192,163,9,61,34,98,14,9,True,77,27,30,402,155,133,109,27,17,gasoline,elasticity,156,86,47,30,40,True,92,66,baseline,baseline,1,22,89,12,fleet average,5,20,12,18,97,EV,20,119,20,6,17,False,13,233,3,10,3,True,34,50,42,True,46,7,38,99,True,73,55,-426478.9302892112,0.0,-8827.633324614531,-37713.88551421284,0.0,-66830.89527457481,0.0,0.0,931991.3265924695,-3023.148646540474,0.0,-4123.689979977172,-43733.50123233187,0.0,-136700.26743141626,0.0,0.0,1008866.2212568179
193,307,96,61,74,55,74,48,True,84,8,32,296,144,124,3,25,41,diesel,growth factor,50,34,89,54,53,True,11,77,EV,EV,38,97,29,1,EV,26,26,23,16,22,EV,25,62,18,15,96,True,83,58,1,15,35,True,12,3,8,False,23,45,2,87,False,57,47,-877446.5402553913,0.0,-8747.26089809133,-15520.043704077914,0.0,335071.4805041096,0.0,0.0,898378.2758993439,-3014.45226994704,0.0,-2603.9835643260394,-52897.4365180794,0.0,-139850.78163617308,0.0,0.0,999091.7575864526
194,190,8,74,30,63,57,89,False,31,66,55,158,72,31,59,40,19,CNG,elasticity,56,97,50,3,7,False,94,80,baseline,baseline,23,54,52,5,fleet average,17,22,17,17,71,EV,24,88,18,45,93,True,38,134,3,19,3,True,24,35,33,True,9,11,42,61,True,54,23,-494360.3198956329,0.0,-9897.893556170342,-7041.36186980547,0.0,-260557.81395212232,0.0,0.0,692870.7512464022,-3023.148646540474,0.0,-6127.08337616731,-20471.203968511214,0.0,-138278.37732342232,0.0,0.0,1026046.7756520571
195,7,28,58,91,95,75,61,False,81,85,77,277,163,73,34,7,49,CNG,growth factor,127,48,72,8,60,False,81,11,baseline,EV,9,80,86,8,EV,7,27,22,12,71,EV,3,67,17,55,16,False,70,175,7,19,25,False,37,9,26,True,2,22,4,43,False,6,70,-821997.3796412497,0.0,-33720.385092305616,-28511.753327728115,0.0,-113888.18878791259,0.0,0.0,498043.61968723347,-3017.169887632481,0.0,-9657.825255909196,-57831.86321040499,0.0,-146165.0041541251,0.0,0.0,982891.5090175049
196,285,12,81,5,46,78,45,False,6,32,136,242,100,12,40,34,49,electricity,elasticity,102,87,7,48,5,False,4,9,baseline,EV,36,12,85,4,fleet average,2,30,29,18,76,fleet average,14,53,17,84,80,True,51,244,4,3,29,True,40,25,10,False,5,12,32,67,True,32,25,-415197.0508067723,0.0,-6329.84937942068,-4728.341553147585,0.0,-266106.6388986173,0.0,0.0,768745.6000191647,-3016.082840558258,0.0,-2083.630634312647,-19061.367770703895,0.0,-136695.63161736264,0.0,0.0,1032351.0972670823
197,293,80,1,27,8,72,39,False,1,68,17,374,197,0,46,26,29,CNG,elasticity,113,97,8,51,76,False,38,76,baseline,EV,25,24,9,2,fleet average,1,23,16,11,95,fleet average,17,73,20,18,54,True,23,124,9,20,23,True,27,48,31,True,0,41,9,81,False,67,46,-548625.0267351832,0.0,-12538.405898865902,-82990.62420524767,0.0,79164.59648462081,0.0,0.0,922219.853572811,-3017.7134111695923,0.0,-5254.609519611234,-69110.55279286351,0.0,-147743.47064087185,0.0,0.0,975253.1335697555
198,361,93,31,46,65,86,97,True,2,68,118,285,104,136,18,7,11,gasoline,elasticity,157,76,82,45,64,True,70,74,EV,baseline,12,38,0,10,fleet average,10,29,11,17,90,EV,13,50,18,21,44,False,38,147,8,15,33,True,2,14,3,False,25,41,22,51,False,59,32,-647339.7251110758,0.0,9978.004592333167,-51751.45361249066,0.0,200018.31967419997,0.0,0.0,979415.8562928969,-3014.9957934841514,0.0,-5289.89084354265,-60651.53560601962,0.0,-138273.02833098258,0.0,0.0,991529.9320787357
199,114,77,41,41,86,21,96,False,2,21,120,377,75,16,38,3,9,gasoline,elasticity,134,49,25,3,41,True,34,4,baseline,baseline,23,89,34,4,fleet average,11,24,19,19,53,EV,18,132,20,27,10,False,62,378,10,13,33,False,8,50,7,True,21,34,11,87,True,6,74,-1020096.0340810339,0.0,2126.6594926829457,-19962.035067507833,0.0,18717.251252556947,0.0,0.0,448965.68181486503,-3014.9957934841514,0.0,-919.6931009616355,-44438.419331235535,0.0,-135116.80854697048,0.0,0.0,1012499.6799243861
200,143,51,57,18,28,13,24,True,92,31,123,261,147,19,125,30,13,gasoline,elasticity,53,62,4,18,6,True,34,56,baseline,baseline,22,72,6,9,fleet average,19,22,15,12,57,EV,7,32,17,27,49,True,19,290,5,19,5,True,27,23,18,True,27,7,35,40,True,32,94,-780924.4085807437,0.0,-4670.294107781463,-3891.143182914262,0.0,15866.777772105052,0.0,0.0,686807.542216111,-3022.6051230033627,0.0,-5024.841561721276,-19766.285869607553,0.0,-146168.5701728608,0.0,0.0,1019894.2201368029
201,0,50,18,82,12,34,67,True,32,96,57,134,72,59,130,25,60,diesel,growth factor,175,20,21,57,34,False,10,73,EV,EV,40,16,3,12,EV,12,20,15,12,79,fleet average,14,125,10,78,28,False,41,23,8,7,8,False,19,7,11,True,30,40,22,52,False,19,4,-758510.204028331,0.0,-175875.14717282265,-4253.312533526721,0.0,-405794.3496242747,0.0,0.0,255640.93174129105,-3021.7898376977537,0.0,-8951.852620895119,-39503.99263890993,0.0,-146168.03525994538,0.0,0.0,999382.7442351092
202,397,70,90,68,40,74,20,True,41,89,15,105,23,53,33,9,46,CNG,growth factor,85,84,99,39,31,False,84,47,EV,EV,44,74,56,2,EV,1,29,15,17,35,fleet average,11,76,15,81,57,True,72,257,5,1,37,True,17,35,34,False,38,21,26,78,False,47,36,-615229.3723989645,0.0,-20252.68965109232,-26777.082817787123,0.0,202812.16820978688,0.0,0.0,1010063.8851664811,-3013.9087464099284,0.0,-8618.504021425379,-37389.23834219896,0.0,-138272.3151589365,0.0,0.0,1009101.053986069
203,245,20,16,3,10,91,31,False,33,13,16,351,153,43,23,22,30,electricity,elasticity,22,83,34,0,11,False,52,16,EV,baseline,12,94,32,3,fleet average,22,25,30,18,84,EV,2,134,20,85,96,False,73,71,2,9,0,False,10,10,17,True,37,31,16,73,False,90,73,-222315.70677741966,0.0,2050.249326052913,-9645.22250933332,0.0,-188551.3315208881,0.0,0.0,1039593.3955314476,-3023.963931846083,0.0,-1269.550697289851,-23290.876364125834,0.0,-136700.80235027612,0.0,0.0,1029316.115992028
204,343,8,36,36,44,97,86,True,40,9,124,5,27,84,124,2,35,electricity,elasticity,22,100,38,37,97,False,29,47,EV,baseline,25,63,28,9,EV,1,14,13,13,18,fleet average,5,80,19,91,93,False,95,196,2,10,5,False,45,16,17,True,46,16,33,47,False,57,48,-213382.24342240184,0.0,26991.305795331125,-109011.66149431696,0.0,-252194.3829552542,0.0,0.0,933178.7230283481,-3022.6051230033627,0.0,-1144.5882420369157,-83913.83286984029,0.0,-144590.46028085478,0.0,0.0,968641.3334829541
205,323,91,73,71,92,74,80,True,78,56,141,46,100,61,111,6,6,electricity,growth factor,6,46,19,48,35,False,33,77,EV,baseline,9,57,71,8,EV,9,15,12,12,5,fleet average,2,71,20,85,65,True,54,12,10,11,41,False,32,39,29,False,2,16,7,89,True,94,0,-850601.9126714367,0.0,19222.514503903727,-15690.485866955327,0.0,83021.29233787383,0.0,0.0,689913.158704096,-3012.8216993357055,0.0,-6855.476294011769,-40208.91073781359,0.0,-146162.15145326062,0.0,0.0,1000556.8386110936
206,119,12,20,47,49,62,40,True,57,97,89,38,186,25,91,14,10,CNG,growth factor,26,47,66,59,9,True,35,80,EV,baseline,2,60,63,11,fleet average,12,27,25,19,60,fleet average,21,146,18,6,68,False,58,83,2,3,35,False,28,28,43,True,30,14,41,12,True,94,66,-258171.7636910876,0.0,-12874.472647304716,-3962.6138518886537,0.0,-131096.37639325453,0.0,0.0,1054343.9820529043,-3014.45226994704,0.0,-9926.86864987375,-21881.040166318515,0.0,-135116.45196015493,0.0,0.0,1024609.7296094715
207,53,75,68,91,51,47,68,True,70,62,99,61,51,29,117,17,40,electricity,elasticity,41,19,91,60,22,False,29,93,baseline,baseline,37,73,78,19,EV,25,18,10,12,64,fleet average,22,51,15,22,31,False,7,258,8,0,46,True,26,41,39,False,21,12,27,23,True,56,61,-1295106.8470971389,0.0,-64368.27557458049,-2447.590461885667,0.0,166631.98677921176,0.0,0.0,312443.9475673272,-3011.462890492985,0.0,-7131.12328671971,-31044.975452066057,0.0,-146161.26000504338,0.0,0.0,1008293.8827016844
208,342,86,64,30,13,58,59,True,34,37,115,475,0,128,21,15,44,diesel,elasticity,46,27,83,51,14,False,27,44,EV,EV,29,71,27,20,EV,16,17,26,19,59,fleet average,19,123,12,78,3,True,78,29,8,14,25,True,15,5,11,False,25,18,12,6,True,65,18,-757185.4254269302,0.0,1572.501278141809,-2643.423142132352,0.0,435435.8573938047,0.0,0.0,1133335.7772633345,-3017.169887632481,0.0,-3536.4223578583815,-25405.630660836803,0.0,-135118.2349100828,0.0,0.0,1027044.1727453875
